text,text_pair,label
['What beach sport was inveted in San Diego?'],['The San Diego Surf of the American Basketball Association is located in the city.'],[0]
['Who created the circumlunar program called Zond?'],"[""The circumlunar program (Zond), created by Vladimir Chelomey's design bureau OKB-52, was to fly two cosmonauts in a stripped-down Soyuz 7K-L1, launched by Chelomey's Proton UR-500 rocket.""]",[1]
['What was the name of the treaty which ceded florida to the US'],"['Madrid therefore decided to cede the territory to the United States through the Adams-Onís Treaty, which took effect in 1821.']",[1]
['Offerings at the Muthappan Temple shrine take on what form?'],['Dogs are found in and out of the Muthappan Temple and offerings at the shrine take the form of bronze dog figurines.'],[1]
['When was the University of Valencia founded?'],"['Some of the most emblematic buildings of the city were built during this period, including the Serranos Towers (1392), the Lonja (1482), the Miguelete and the Chapel of the Kings of the Convent of Santo Domingo.']",[0]
['Where is Guinea-Bissau located?'],"['Guinea-Bissau (i/ˈɡɪni bɪˈsaʊ/, GI-nee-bi-SOW), officially the Republic of Guinea-Bissau (Portuguese: República da Guiné-Bissau, pronounced: [ʁeˈpublikɐ dɐ ɡiˈnɛ biˈsaw]), is a country in West Africa.']",[1]
"[""What body of water affects Detroit's climate?""]","['The average window for freezing temperatures is October 20 thru April 22, allowing a growing season of 180 days.']",[0]
['What is the size of the average household?'],['The city reported 34.1 percent of all households were made up of individuals while 10.5 percent had someone living alone who was 65 years of age or older.'],[0]
['When did the BBC start broadcasting under the name BBC One?'],"[""Television production was switched from Baird's company to what is now known as BBC One on 2 August 1932, and continued until September 1935.""]",[1]
"['Out of all African nations, which provided the most legal immigrants in 2013?']","['Ecuador, Colombia, Guyana, Peru, and Brazil were the top source countries from South America for legal immigrants to the New York City region in 2013; the Dominican Republic, Jamaica, Haiti, and Trinidad and Tobago in the Caribbean; Egypt, Ghana, and Nigeria from Africa; and El Salvador, Honduras, and Guatemala in Central America.']",[1]
['Which number member is Namibia in the Commonwealth of Nations?'],['On its independence it became the fiftieth member of the Commonwealth of Nations.'],[1]
['What did the liberian civil war result in?'],"[""Five years of military rule by the People's Redemption Council and five years of civilian rule by the National Democratic Party of Liberia were followed by the First and Second Liberian Civil Wars.""]",[0]
['What was federalism and confederalism common meaning in the 18th century?'],['Their common meaning until the late eighteenth century was a simple league or inter-governmental relationship among sovereign states based upon a treaty.'],[1]
['What competitor did Arsenal defeat to win a league title in the 1988-89 season?'],"['This was followed by a League title win in 1988–89, won with a last-minute goal in the final game of the season against fellow title challengers Liverpool.']",[1]
"['What does ""IGRAs"" stand for?']","['IGRAs may increase sensitivity when used in addition to the skin test, but may be less sensitive than the skin test when used alone.']",[0]
['Who settled in parts of England?'],"['Polabian Slavs (Wends) settled in parts of England (Danelaw), apparently as Danish allies.']",[1]
['In what year did  Ayutthaya capture Lan Na  ?'],"['Burma and Siam went to war until 1855, but all resulted in a stalemate, exchanging Tenasserim (to Burma) and Lan Na (to Ayutthaya).']",[0]
['What has the Real growth in GDP since 2001 in Swaziland in percentage?'],['Economic growth in Swaziland has lagged behind that of its neighbours.'],[0]
['What European Parliamentary constitutency is Plymouth a part of?'],"['In the Parliament of the United Kingdom, Plymouth is represented by the three constituencies of Plymouth Moor View, Plymouth Sutton and Devonport and South West Devon and within the European Parliament as South West England.']",[1]
['What is located on East 90th Street between York Avenue and East End Avenue?'],"['When East Drive is closed, East 90th Street begins at Fifth Avenue on the Upper East Side and curves to the right at the FDR Drive becoming East End Avenue.']",[0]
['When did Father Jose Manuel Perez Castellano die?'],"['The first public library in Montevideo was formed by the initial donation of the private library of Father José Manuel Pérez Castellano, who died in 1815.']",[1]
['What is the legislative body of the Swiss government called?'],"['There are three main governing bodies on the federal level: the bicameral parliament (legislative), the Federal Council (executive) and the Federal Court (judicial).']",[1]
['How many awards did Beyonce take home with her at the 57th Grammy Awards?'],['She was nominated for Album of the Year but the award was won by Beck for his Morning Phase album.'],[0]
['What is a solar balloon?'],"['Some solar balloons are large enough for human flight, but usage is generally limited to the toy market as the surface-area to payload-weight ratio is relatively high.']",[0]
['What does the abbreviated electrical characteristics of smaller capacitors consist of?'],['Most capacitors have numbers printed on their bodies to indicate their electrical characteristics.'],[0]
['What philosophy influenced the RCC?'],"[""The influence of Nasser's Arab nationalism over the RCC was immediately apparent.""]",[1]
['What is the use of solar balloons typically limited to?'],['A solar balloon is a black balloon that is filled with ordinary air.'],[0]
['Did the club later regret their choice?'],"[""The withdrawal from the FA Cup, however, drew considerable criticism as this weakened the tournament's prestige and Sir Alex Ferguson later admitted his regret regarding their handling of the situation.""]",[1]
"['In what year did the Southern New England Telephone Company, formerly the District Telephone Company of New Haven, establish operations in the area?']","['The Southern New England Telephone Company (SNET) began operations in the city as the District Telephone Company of New Haven in 1878; the company remains headquartered in New Haven as a subsidiary of AT&T Inc., now doing business as AT&T Connecticut, and provides telephone service for all but two municipalities in Connecticut.']",[1]
['What was the median income for a household in the city?'],"['The median income for a household in the city was $26,969, and the median income for a family was $31,997.']",[1]
['How many preseason games does each MLB team play?'],['Each team plays about 30 preseason games against other MLB teams.'],[1]
['What religion did Irish and Italian immigrants bring with them to Boston?'],['Irish and Italian immigrants brought with them Roman Catholicism.'],[1]
['Who named the element zinc?'],"['The element was probably named by the alchemist Paracelsus after the German word Zinke (prong, tooth).']",[1]
"[""Who was George VI's brother?""]",['He became king at a point when public faith in the monarchy was at a low ebb.'],[0]
['In what year did the directors of Barcelona first claim to operate a professional football club?'],"['This coincided with the transition to professional football, and, in 1926, the directors of Barcelona publicly claimed, for the first time, to operate a professional football club.']",[1]
['What did the Chinese Communists want?'],"['While the Communists were struggling for supremacy in Manchuria, they were supported by the North Korean government with matériel and manpower.']",[1]
['When was the Golf Club of Punta Carretas founded?'],"[""The Golf Club of Punta Carretas was founded in 1894 covers all the area encircled by the west side of Bulevar Artigas, the Rambla (Montevideo's promenade) and the Parque Rodó (Fun Fair).""]",[1]
['Who designed the Palacio Salvo?'],['Palacio Salvo was originally intended to function as a hotel but is now a mixture of offices and private residences.'],[0]
['How much was the median family income according to the American Community Survey?'],"['$2,354) and the median family income was $35,488 (+/-']",[1]
['Which president had the most completed Recovery Plans during their administration?'],"['The FWS has a policy specifying completion within three years of the species being listed, but the average time to completion is approximately six years.']",[0]
['Another name for errors in programs are called what?'],"['Errors in computer programs are called ""bugs"".']",[1]
['What imagery is suggested in the Chinese characters of the dynasties new name?'],['The water imagery of the new name may also have had Buddhist overtones of perspicacity and enlightenment and connections with the Bodhisattva Manjusri.'],[1]
['What happened to film speeds of black-and-white negative film?'],"['Tenths\' were later abandoned with DIN 4512:1957-11, and the example above would be written as ""18° DIN"".']",[0]
['Who are the Yale colleges named after?'],['The twelve colleges are named for important alumni or significant places in university history.'],[1]
['Ancient Greece was the birthplace of what?'],"['In ancient times, Greece was the birthplace of Western culture.']",[1]
['Why did Whitehead view the existence of God as a necessity for his metaphysical system?'],"['His system required that an order exist among possibilities, an order that allowed for novelty in the world and provided an aim to all entities.']",[1]
['What kind of routines do general gymnastic groups perform?'],"['They perform synchronized, choreographed routines.']",[1]
['What period was from 500-1400?'],"['The 20th century calendar period (1901–2000) includes most of the early modern musical era (1890–1930), the entire high modern (mid 20th-century), and the first 25 years of the contemporary or postmodern musical era (1975–current).']",[0]
['Where did Queen record their 1982 album?'],"['The band stopped touring North America after their Hot Space Tour, as their success there had waned, although they would perform on American television for the only time during the eighth season premiere of Saturday Night Live.']",[0]
['What is a common way stores are distributed in Mexico City?'],"['Mexico City offers an immense and varied consumer retail market, ranging from basic foods to ultra high-end luxury goods.']",[0]
['What is another term for anti-aircraft warfare?'],"['Anti-aircraft warfare or counter-air defence is defined by NATO as ""all measures designed to nullify or reduce the effectiveness of hostile air action.']",[1]
['Why did Chesapeake Bay colonists begin to buy slaves?'],['African slaves were also imported into New York and other northern ports by the Dutch and later English.'],[0]
['Which goespel begins its story of Mary with the Annunciation?'],"[""The Gospel of Luke begins its account of Mary's life with the Annunciation, when the angel Gabriel appeared to her and announced her divine selection to be the mother of Jesus.""]",[1]
['On what date was the stamp officially released?'],"['The First Day of Issue ceremony was held on October 28 in Boston, Massachusetts, the city where Bell spent considerable time on research and working with the deaf.']",[1]
['What historical event once again freed Estonia?'],"[""The collapse of the Soviet Union led to the restoration of Republic of Estonia's independence.""]",[1]
['What type of mathematics aided in developing European science?'],['New ideas also helped to influence the development of European science at this point: not least the introduction of Algebra.'],[1]
['Who is a professor of civil and environmental engineering at Stanford University?'],"['Mark Z. Jacobson, professor of civil and environmental engineering at Stanford University and director of its Atmosphere and Energy Program says producing all new energy with wind power, solar power, and hydropower by 2030 is feasible and existing energy supply arrangements could be replaced by 2050.']",[1]
['At what event is pork traditionally eaten on Tuvalu?'],"['Desserts made on the islands include coconut and coconut milk, instead of animal milk.']",[0]
['What 1350 writer stated that cotton was produced by sheep that grew on trees?'],"['Noting its similarities to wool, people in the region could only imagine that cotton must be produced by plant-borne sheep.']",[0]
['What was the originally-planned launch year for Twilight Princess?'],"['Aonuma had anticipated creating a Zelda game for what would later be called the Wii, but had assumed that he would need to complete Twilight Princess first.']",[0]
['What does NBS stand for?'],"['RIBA Bookshops, which operates online and at 66 Portland Place, is also part of RIBA Enterprises.']",[0]
"[""In 2004, Southampton's contribution to the regional economy had almost doubled from what it was in what year?""]",['This figure has almost doubled since 1995.'],[1]
['How did Old English strong verbs express the past tense?'],"['Old English also sometimes uses compound constructions to express other verbal aspects, the future and the passive voice; in these we see the beginnings of the compound tenses of Modern English.']",[0]
['How long has  Yale Field been open and active?'],"['New Haven has a history of professional sports franchises dating back to the 19th century and has been the home to professional baseball, basketball, football, hockey, and soccer teams—including the New York Giants of the National Football League from 1973 to 1974, who played at the Yale Bowl.']",[0]
['What does the pain usually stem from with MI?'],"['Pain radiates most often to the left arm, but may also radiate to the lower jaw, neck, right arm, back, and upper abdomen, where it may mimic heartburn.']",[1]
['How many James Bond films has Eon Productions produced?'],['Spectre (2015) is the twenty-fourth James Bond film produced by Eon Productions.'],[1]
['Which publications reported some issues with the graphics of Twilight Princess?'],"[""Twilight Princess's graphics were praised for the art style and animation, although the game was designed for the GameCube, which is technically lacking compared to the next generation consoles.""]",[0]
['What type of government is now established in Myanmar?'],"[""For most of its independent years, the country has been engrossed in rampant ethnic strife and Burma's myriad ethnic groups have been involved in one of the world's longest-running ongoing civil wars.""]",[0]
"[""What's the name of the agreement that ended with the start of Samoa's independence from New Zealand?""]","['Samoa, the first small-island country in the Pacific to become independent, joined the Commonwealth of Nations on 28 August 1970.']",[0]
['What are mutations that lead to amino acid sequence changes but leave the protein functioning similarly called?'],"['Other mutations can be neutral if they lead to amino acid sequence changes, but the protein still functions similarly with the new amino acid (e.g. conservative mutations).']",[1]
['Where did Nasser attend law school?'],"['In 1937, Nasser applied to the Royal Military Academy for army officer training, but his police record of anti-government protest initially blocked his entry.']",[0]
['Frontiersmen from the Carolinas moved west into what area that is now known as Tennessee?'],['It ceded them to the national government so that the Northwest Territory could be organized and managed nationally.'],[0]
"['By 2012, how much did the ECB spend in covering bad debt?']","['On 4 September 2014, the bank went further by announcing it would buy bonds and other debt instruments primarily from banks in a bid to boost the availability of credit for businesses.']",[0]
['In which year were English football clubs banned from competition in Europe?'],"['Stadiums were crumbling, supporters endured poor facilities, hooliganism was rife, and English clubs were banned from European competition for five years following the Heysel Stadium disaster in 1985.']",[1]
['Where did director Gerald Freedman attend school?'],"[""Northwestern's School of Communication has been especially fruitful in the number of actors, actresses, playwrights, and film and television writers and directors it has produced.""]",[1]
['In what month and year was the grand opening of Drake Circus Shopping Centre?'],"['In 2004 the old Drake Circus shopping centre and Charles Cross car park were demolished and replaced by the latest Drake Circus Shopping Centre, which opened in October 2006.']",[1]
['What is the interest of the Savile club at Eton?'],"['Those in existence at present include: Aeronautical, African, Alexander Cozens (Art), Amnesty, Archeological, Architectural, Astronomy, Banks (conservation), Caledonian, Cheese, Classical, Comedy, Cosmopolitan, Debating, Design, Entrepreneurship, Geographical, Henry Fielding, Hispanic, History, Keynes (economics), Law, Literary, Mathematical, Medical, Middle Eastern, Model United Nations, Modern Languages, Oriental, Orwell (left-wing), Simeon (Christian), Parry (music), Photographic, Political, Praed (poetry), Rock (music), Rous (equestrian), Salisbury (diplomatic), Savile (Rare Books and Manuscripts), Shelley, Scientific, Sports, Tech Club, Theatre, Wellington (military), Wine and Wotton’s (philosophy).']",[1]
"[""Who coaches the University of Arizona men's basketball team?""]","[""The University of Arizona Wildcats sports teams, most notably the men's basketball and women's softball teams have strong local interest.""]",[0]
['What two exports has the Congo begun producing recently?'],"['The current administration presides over an uneasy internal peace and faces difficult economic problems of stimulating recovery and reducing poverty, despite record-high oil prices since 2003.']",[0]
['How do cancer patients usually control their background pain?'],"[""Breakthrough pain is transitory acute pain that comes on suddenly and is not alleviated by the patient's normal pain management.""]",[0]
"[""What is the elevation of Tennessee's highest point?""]","['The highest point in the state is Clingmans Dome at 6,643 feet (2,025 m).']",[1]
['Who came up with a way to quickly produce penicillin?'],"['Later, Norman Heatley developed the back extraction technique for efficiently purifying penicillin in bulk.']",[1]
['What caused the downfall of the downfall of the the original kingdom in Myanmar?'],"['In the 9th century, the Bamar people entered the upper Irrawaddy valley and, following the establishment of the Pagan Kingdom in the 1050s, the Burmese language, culture and Theravada Buddhism slowly became dominant in the country.']",[0]
['Why is Iranian cuisine so diverse besides being influenced by other cultures?'],['Iranian cuisine is diverse due to its variety of ethnic groups and the influence of other cultures.'],[1]
['What locomotives are usually more reliable?'],"['Electric locomotives are usually quieter, more powerful, and more responsive and reliable than diesels.']",[1]
['What differentiates placozoans from the ctenophora and the cnidaria?'],"['The tiny placozoans are similar, but they do not have a permanent digestive chamber.']",[1]
['Who slew an envoy of Khagan Bayan I?'],"['The Avars asked the Slavs to accept the suzerainty of the Avars, he however declined and is reported as saying: ""Others do not conquer our land, we conquer theirs –']",[0]
['How were the different factions distinguished from eachother?'],"['More than 500,000 residents fled during this time because of persecution, increased poverty and better economic opportunities in the West or in other former Soviet republics.']",[0]
"['When were the Russian Empire, Serbia, and Montenegro the only free Slavic states in the world?']","['In 1918, after World War I ended, the Slavs established such independent states as Czechoslovakia, the Second Polish Republic, and the State of Slovenes, Croats and Serbs.']",[0]
['What language originated the word bitumen?'],"['The expression ""bitumen"" originated in the Sanskrit, where we find the words jatu, meaning ""pitch,"" and jatu-krit, meaning ""pitch creating"", ""pitch producing"" (referring to coniferous or resinous trees).']",[1]
['Why did Steele think people were not attacking Barrack Obama?'],"['Because he has no slave blood in him.""']",[1]
['By what year was the greater part of the army presence in Plymouth gone?'],"['Post-war, Devonport Dockyard was kept busy refitting aircraft carriers such as the Ark Royal and, later, nuclear submarines while new light industrial factories were constructed in the newly zoned industrial sector attracting rapid growth of the urban population.']",[0]
['In which year did Feynman orate the Caltech commencement speech?'],"['In 1974, Feynman delivered the Caltech commencement address on the topic of cargo cult science, which has the semblance of science, but is only pseudoscience due to a lack of ""a kind of scientific integrity, a principle of scientific thought that corresponds to a kind of utter honesty"" on the part of the scientist.']",[1]
['Who came into power in 1992?'],['Elections in 2006 were again won by Rahmon (with 79% of the vote) and he began his third term in office.'],[0]
"['In parts of the country, Romani is spoken by who?']","['This goes for the Arvanites, an Albanian-speaking group mostly located in the rural areas around the capital Athens, and for the Aromanians and Moglenites, also known as Vlachs, whose language is closely related to Romanian and who used to live scattered across several areas of mountainous central Greece.']",[0]
['What came to a halt during the moment of silence?'],"[""Cars and trucks on Beijing's roads also came to a halt.""]",[1]
['What year was the RMS Saint Helena supposed to be decommissioned?'],['The RMS Saint Helena was due for decommissioning in 2010.'],[1]
['What was the State de France built for?'],"['It is used for football, rugby union and track and field athletics.']",[0]
['Where did the Texas bulb begin its life?'],"['The ""Centennial Light"" is a light bulb that is accepted by the Guinness Book of World Records as having been burning almost continuously at a fire station in Livermore, California, since 1901.']",[0]
['What nation possessed the Dutch East Indies?'],"['Mexico, Free France and many other countries also took part, especially forces from other British colonies.']",[0]
['How did the Quebec Act of 1774 affect religion?'],"['The act protected Catholic religion and French language, which enraged the Americans, but the Québécois remained loyal and did not rebel.']",[1]
['Who got emails asking him to boycott the torch relay?'],"['In an effort to counter the pro-Tibet protesters and show their support for the 2008 Beijing Olympics, more than 2,000 Chinese also gathered on the torch route and demonstrated with signs, banners and Chinese flags.']",[0]
"[""What is the U.S.'s largest museum complex?""]","['The Detroit Historical Society provides information about tours of area churches, skyscrapers, and mansions.']",[0]
['The integrated circuit of a computer was the idea of whom?'],['The next great advance in computing power came with the advent of the integrated circuit.'],[0]
"['How did Virgil earn his nickname ""Parthenias"" or ""maiden""?']","['One, the Catalepton, consists of fourteen short poems, some of which may be Virgil\'s, and another, a short narrative poem titled the Culex (""The Gnat""), was attributed to Virgil as early as the 1st century AD.']",[0]
['When was MASHAV established?'],"[""Israel's humanitarian efforts officially began in 1958, with the establishment of MASHAV, the Israeli Ministry of Foreign Affairs Agency for International Development Cooperation.""]",[1]
['Of what nationality was Michel Aflaq?'],"[""Maintaining his interest in Arab nationalist activism, he refused to join any of the banned political parties active in the city – including the Arab Nationalist Movement, the Arab Socialist Ba'ath Party, and the Muslim Brotherhood – claiming he rejected factionalism.""]",[0]
['Approximately how many total viewers watched the England World Cup qualifier on the internet on 10 October 2009?'],"['The number of subscribers, paying between £4.99 and £11.99 each, was estimated at between 250,000 and 300,000 and the total number of viewers at around 500,000.']",[1]
['How many troops were allocated to Zipingpu?'],"['About 2,000 troops have been allocated to Zipingpu, trying to release the pressure through spillway.']",[1]
['What programming did IBM use in the 1970s?'],"['By the time so-called ""glass TTYs"" (later called CRTs or terminals) came along, the convention was so well established that backward compatibility necessitated continuing the convention.']",[0]
['Which river touches the major shopping district near 181st Street?'],"['East of Fort Washington Avenue, the street becomes increasingly commercial, becoming dominated entirely by retail stores where the street reaches Broadway and continues as such until reaching the Harlem River.']",[1]
['Who defeated the Kakatiya dynasty in 1310?'],"['Muhammad bin Tughluq succeeded to the Delhi sultanate in 1325, bringing Warangal under the rule of the Tughlaq dynasty until 1347']",[0]
